venue_id,slug,venue_name,alternate_names,venue_type,claim_status,listing_status,is_verified,country,region,city,area,full_address,postal_code,latitude,longitude,google_maps_url,directions_short,phone_primary,phone_secondary,email,website_url,facebook_url,instagram_url,viber_url,reclub_url,external_booking_url,external_booking_provider,court_count,indoor_outdoor,covered_uncovered,surface_type,has_dedicated_lines,has_permanent_nets,has_open_play,has_coaching,has_court_rental,is_beginner_friendly,allows_walkins,amenity_air_conditioning,amenity_tournament_lighting,amenity_parking,amenity_showers,amenity_lockers,amenity_seating_area,amenity_water_refill,amenity_cafe_food,amenity_paddle_rental,amenity_pro_shop,amenity_wifi,amenity_covered_terrace,price_from_amount,price_from_unit,price_from_label,additional_rates,pricing_currency,pricing_notes,pricing_last_verified_at,hours_monday_open,hours_monday_close,hours_monday_note,hours_tuesday_open,hours_tuesday_close,hours_tuesday_note,hours_wednesday_open,hours_wednesday_close,hours_wednesday_note,hours_thursday_open,hours_thursday_close,hours_thursday_note,hours_friday_open,hours_friday_close,hours_friday_note,hours_saturday_open,hours_saturday_close,hours_saturday_note,hours_sunday_open,hours_sunday_close,hours_sunday_note,hours_timezone,hours_last_verified_at,custom_tagline,custom_highlights,custom_caveats,editorial_note,main_image_url,gallery_image_urls,image_credits,source_urls,data_completeness,data_quality_notes,last_verified_at,primary_pricing_model,booking_slot_minutes,booking_advance_window_days,accepts_walk_ins,pricing_blocks_last_verified_at
ph-acacia-smashers-pickleball-club-taguig,acacia-smashers-pickleball-club,Acacia Smashers Pickleball Club,Acacia Pickleball Club,condo_facility,unclaimed,published,FALSE,Philippines,Metro Manila,Taguig,Acacia Estates,"Acacia Estates, Taguig, Metro Manila",,,,https://maps.google.com/?q=Acacia+Smashers+Pickleball+Club+Taguig,,,,,,,,,,,,3,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,One-Time Fee,,PHP,Verify with organizer,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Popular Acacia Estates pickleball club,No separate review found,No separate review found,,,,,https://www.pickleheads.com/courts/ph/metro-manila/taguig/acacia-smashers-pickleball-club|https://www.pickleheads.com/courts/ph/metro-manila/taguig/acacia-smashers-pickleball-club,needs_review,missing main image | missing price | missing contact/social | Saturday hours unknown | Sunday hours unknown | no official website listed,,entry_fee,,,unknown,
ph-market-market-pickleball-club-taguig,market-market-pickleball-club,Market! Market! Pickleball Club,Market Market PB Club,mall_venue,unclaimed,published,FALSE,Philippines,Metro Manila,Taguig,BGC / Market! Market!,"Market! Market!, McKinley Parkway, BGC, Taguig",,,,https://maps.google.com/?q=Market+Market+Pickleball+Club+Taguig,,,,,,https://www.facebook.com/MarketMarketPickleballClub/,,,,https://bit.ly/PickleballClubRegistration,custom,2,mixed,mixed,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,TRUE,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with organizer,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,Asia/Manila,,Accessible recurring BGC pickleball venue,No separate review found,No separate review found,Recurring pickleball venue/community at Market! Market! in BGC,https://drive.google.com/file/d/1RP1hX1FalzCcv_qLUcG35XAIjhPmWaqS/view?usp=sharing,https://drive.google.com/file/d/1xEoQ3ORLQdW7BFqFMZYRoO6y_2OIAeE5/view?usp=drive_link|https://drive.google.com/file/d/1UBQ0iIlMmQN1c6Rfo2xyc_gjEK32nsVc/view?usp=drive_link|https://drive.google.com/file/d/11BhfJFdHdmoYLskx5hWzaP97dmQyXOCF/view?usp=drive_link,,https://www.facebook.com/MarketMarketPickleballClub/,needs_review,missing price | no official website listed,,unknown,,,unknown,
ph-one-serendra-pickleball-club-bgc-taguig,one-serendra-pickleball-club,One Serendra Pickleball Club,One Serendra PB Club,condo_facility,unclaimed,published,FALSE,Philippines,,BGC / Taguig,One Serendra / High Street,"One Serendra, Bonifacio Global City, Taguig, Metro Manila",,,,https://maps.google.com/?q=One+Serendra+Bonifacio+Global+City+Taguig+Pickleball,,0918-926-0981,,,,,,,https://reclub.co/m/IXKZUF,,,,outdoor,uncovered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,One-Time Fee,,PHP,Verify directly with organizer,2026-05-14,,,,20:00,22:00,Evening Open Play session only; other days/times not confirmed,,,,,,,,,,,,,,,,Asia/Manila,,Long-running BGC residential pickleball venue,"Best lifestyle living in BGC — safe, convenient, and full of amenities",Extremely expensive,,,,,https://reclub.co/m/IXKZUF|https://www.facebook.com/PickleballPhilippines/posts/come-join-the-fun-at-one-serendra-there-is-pickleball-in-bonifacio-global-city-t/2303515706629923/,needs_review,missing main image | missing price | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,2026-05-14,session_per_player,,,unknown,
ph-arcovia-pickleball-club-pasig,arcovia-pickleball-club,Arcovia Pickleball Club,Arcovia PB Club,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Arcovia City / C5,"Arcovia City, Pasig, Metro Manila",,,,https://maps.google.com/?q=Arcovia+Pickleball+Club+Pasig,,,,,,,,,,,,,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with organizer,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Popular Pasig pickleball venue in Arcovia,Convenient Ortigas/C5 location,Limited structured pricing public,Verified recurring pickleball venue/community in Arcovia area,https://drive.google.com/file/d/1dauIISbzycEq20O3vuTRI5s2MN2ByjZt/view?usp=drive_link,https://drive.google.com/file/d/1bnxxAkMJJwLp7iNRZIcooUdfzP55YZWl/view?usp=drive_link,,https://www.pickleheads.com/courts/ph/metro-manila/pasig/arcovia-pickleball-club|https://www.pickleheads.com/courts/ph/metro-manila/pasig/arcovia-pickleball-club,needs_review,missing price | missing contact/social | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,unknown,,,unknown,
ph-pickleball-hub-tiendesitas-pasig,pickleball-hub-tiendesitas,Pickleball Hub @ Tiendesitas,Tiendesitas Pickleball; Pickleball Hub Extension at Tiendesitas; Tiendesitas Ortigas Pickleball,dedicated_pickleball,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Ugong,"2F Food Village Building B, Tiendesitas, E. Rodriguez Jr. Avenue (C-5) corner Ortigas Avenue/Julia Vargas Avenue, Ugong, Pasig City, Metro Manila 1604",,,,https://maps.google.com/?q=Tiendesitas+Pasig,,63 995 005 3580,,paulalouisejavier@gmail.com,https://www.pickleballhub-vigor.com/,https://www.facebook.com/p/Pickleball-Hub-Extension-at-Tiendesitas-61567058205788/,,,https://reclub.co/clubs/@tiendesitas,https://www.pickleballhub-vigor.com/booking,custom,6,indoor,covered,"hard (indoor; permanent lines, portable nets)",unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,TRUE,TRUE,unknown,unknown,unknown,150,,Per Session / Per Hour,,PHP,₱150/session per Pickleheads; pickleball.ph PDF lists ₱150-200 range. Booking via pickleballhub-vigor.com or Reclub.,2026-05-14,12:00,18:00,Based on booking system showing slots from 8:00 AM to 10:00 PM–11:00 PM,12:00,18:00,Based on booking system showing slots from 8:00 AM to 10:00 PM–11:00 PM,12:00,18:00,Based on booking system showing slots from 8:00 AM to 10:00 PM–11:00 PM,12:00,18:00,Based on booking system showing slots from 8:00 AM to 10:00 PM–11:00 PM,12:00,18:00,Based on booking system showing slots from 8:00 AM to 10:00 PM–11:00 PM,12:00,18:00,Based on booking system showing slots from 8:00 AM to 10:00 PM–11:00 PM,08:00,23:00,Based on booking system showing slots from 8:00 AM to 10:00 PM–11:00 PM,Asia/Manila,,"6 indoor AC pickleball courts at Tiendesitas Pasig (Food Village Building B, DUPR skill matchmaking and online booking.",air-conditioned courts (largest indoor pickleball dedicated venue in Ortigas area)|central location on C-5/Julia Vargas|DUPR rating system paddle rentals available|welcoming for all skill levels|free parking|dining options (Food Village restaurants) on same floor,Limited hours (only 12nn-6pm M-Sat — closed Sunday and evenings)|can be crowded during peak afternoon slots|primarily a commercial mall setting (not a dedicated pickleball-only complex)|₱150/session base plus any facility fees|online reviews are still sparse (newer venue),,https://drive.google.com/file/d/1CJ219sLoBT9XVk2p2EBubyHpRy2XINZj/view?usp=drive_link,https://drive.google.com/file/d/1V8U6KuE0UeWCYMLCbqgqd5J_OvtBgdcg/view?usp=drive_link,,https://www.pickleheads.com/courts/ph/metro-manila/pasig/tiendesitas|https://www.facebook.com/p/Pickleball-Hub-Extension-at-Tiendesitas-61567058205788/|https://www.pickleheads.com/courts/ph/metro-manila/pasig/tiendesitas,needs_review,Sunday hours unknown,2026-05-14,session_per_player,,,unknown,
ph-valle-verde-pickleball-club-pasig,valle-verde-pickleball-club,Valle Verde Pickleball Club,Valle Verde PB Club,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Valle Verde,"Valle Verde, Pasig, Metro Manila",,,,https://maps.google.com/?q=Valle+Verde+Pickleball+Club+Pasig,,0920-966-5644,,marilenphblog@gmail.com,https://www.valleverdecountryclub.com/,https://www.facebook.com/valleverdecc.ph,,,,,,2,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,200,,One-Time Fee,,PHP,Verify directly with organizer,,06:00,09:00,Also: 17:00-20:00,06:00,09:00,Also: 17:00-20:00,06:00,09:00,Also: 17:00-20:00,06:00,09:00,Also: 17:00-20:00,06:00,09:00,Also: 17:00-20:00,06:00,09:00,Also: 17:00-20:00,06:00,09:00,Also: 17:00-20:00,Asia/Manila,,Established Pasig village pickleball venue,Established village community,Access restrictions may apply,,https://drive.google.com/file/d/14_MqajJ4fHWo0kZM77M4kALEQELXjM1d/view?usp=drive_link,https://drive.google.com/file/d/1o-R-S8nsW430r91hf0xdUjkzQynC1VtJ/view?usp=drive_link|https://drive.google.com/file/d/16hkeplD1YtvTmjocnRl8ddSSfex1dAFj/view?usp=drive_link,,Pickleball.ph|https://www.facebook.com/valleverdecc.ph,partial,,,entry_fee,,,unknown,
ph-north-south-pickleball-club-pasig,north-south-pickleball-club,North-South Pickleball Club,,private_club,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Jenny's Ave,"538 Jenny's Avenue, Pasig City",,,,https://maps.google.com/?q=538+Jennys+Avenue+Pasig,,0995 775 9038,,nspcpickleballclub@gmail.com,,https://www.facebook.com/p/North-South-Pickleball-Club-61574993026193/,,,,,,4,indoor,covered,hard,unknown,unknown,FALSE,unknown,FALSE,unknown,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Private,,PHP,Private access only,,,,,17:00,21:00,,,,,17:00,21:00,,,,,,,,,,,Asia/Manila,,Private indoor pickleball club in Pasig,Good private setup,Private only,Private indoor pickleball club,,,,https://www.pickleheads.com/courts/ph/metro-manila/pasig/north-south-pickleball-club|https://www.facebook.com/p/North-South-Pickleball-Club-61574993026193/|https://www.pickleheads.com/courts/ph/metro-manila/pasig/north-south-pickleball-club,partial,missing main image | missing price | Saturday hours unknown | Sunday hours unknown | no official website listed,,membership,,,unknown,
ph-pickleball-junction-pasig,pickleball-junction,Pickleball Junction,,dedicated_pickleball,unclaimed,needs_review,FALSE,Philippines,Metro Manila,Pasig,Kapitolyo,"10 Brixton St, Kapitolyo, Pasig City",,,,https://maps.google.com/?q=Pickleball+Junction+Pasig,,0917-322-4118,,pickleballjunctionph@gmail.com,,,,,,https://pickleball-junction.playbypoint.com,playbypoint,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,,PHP,Needs direct verification,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Casual Play,,Promising new venue,,https://drive.google.com/file/d/1W-BWMmszdrZz0h_UsAAv_fNvgxeJzVB7/view?usp=drive_link,https://drive.google.com/file/d/193FzFyyAgdt9LU1JghwtkTW-eDcWpi0z/view?usp=drive_link|https://drive.google.com/file/d/1V2oC8tzaBqIjQqWJsTgaTbA6oK8mRrY6/view?usp=drive_link,,https://maps.google.com/?q=Pickleball+Junction+Pasig|https://www.pickleball.ph/pickleball-clubs.html,needs_review,status=needs_review | missing price | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,unknown,,,unknown,
ph-the-upper-deck-sports-center-pasig,the-upper-deck-sports-center,The Upper Deck Sports Center,The Upper Deck / Pasig Pickleball,multi_sport_venue,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Ortigas Center / Julia Vargas,"The Upper Deck Sports Center, next to Home Depot, Julia Vargas Ave, Pasig City, Metro Manila, Philippines",,,,https://maps.google.com/?q=The+Upper+Deck+Sports+Center+Julia+Vargas+Pasig,,,,mattmakalintal@gmail.com/ hello@theupperdeckph.com,,https://www.facebook.com/TheUpperDeckPh,,,,,,,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,TRUE,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,250,,per Player,,PHP,Verify directly with venue,,06:00,00:00,,06:00,00:00,,06:00,00:00,,06:00,00:00,,06:00,00:00,,06:00,00:00,,06:00,00:00,,Asia/Manila,,Strongest surfaced pickleball-capable venue in Pasig,Top structured Pasig venue,Premium pricing likely,,,https://drive.google.com/file/d/1GbPQ3XKRXVrNYq6f0FaO5h8--1eglUGf/view?usp=drive_link|https://docs.google.com/spreadsheets/d/16gOrwOp0NmnN5fUba0Xcd-zbumEJpJoG7fT6UnJH7UE/edit?usp=drive_link,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf,complete,missing main image | missing court count | no official website listed,,session_per_player,,,unknown,
ph-ccf-center-pickleball-pasig,ccf-center-pickleball,CCF Center Pickleball,CCF Gym Pickleball,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Ortigas Ave cor C5,"CCF Center, 7/F CCF Gym, Ortigas Ave cor C5, Pasig City, Metro Manila, Philippines",,,,https://maps.google.com/?q=CCF+Center+Pasig,,0917 808 3809,,,,https://www.facebook.com/profile.php?id=61566986896939,,,,,,,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with organizer / venue,2026-05-14,,,,,,,,,,,,,18:30,21:30,,,,,,,,Asia/Manila,,Known Pasig indoor pickleball location,Strong organized venue,May be schedule-limited,,https://drive.google.com/file/d/1vERp8u2nbk-Zz9fFJZ9qe51J8pzNZ4mJ/view?usp=drive_link,https://drive.google.com/file/d/1hLN3OaqI---ADqqLMVCwdXTqk547_ekb/view?usp=drive_link,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf,needs_review,missing price | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,2026-05-14,session_per_player,,,unknown,
ph-pal-sports-center-pasig,pal-sports-center,PAL Sports Center,PAL Sports Center Pickleball,multi_sport_venue,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Nichols Road Corridor,"PAL Sports Center, Nichols Road, Pasig City / Metro Manila, Philippines",,,,https://maps.google.com/?q=PAL+Sports+Center+Nichols+Road,,,,,,,,,,,,,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with venue,2026-05-14,08:00,12:00,,08:00,12:00,,08:00,12:00,,08:00,12:00,,08:00,12:00,,,,,,,,Asia/Manila,,Known PAL sports venue with pickleball,Structured sports venue,Address needs finer pinpointing,,,,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf,needs_review,missing main image | missing price | missing contact/social | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,2026-05-14,free,,,unknown,
ph-lumiere-pickleball-club-pasig,lumiere-pickleball-club,Lumiere Pickleball Club,Lumiere Residences Pickleball,condo_facility,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Shaw Blvd / Kapitolyo Side,"Lumiere Residences, Pasig City, Metro Manila, Philippines",,,,https://maps.google.com/?q=Lumiere+Residences+Pasig,,0917-452-2345,,drcausing05@gmail.com,,https://www.facebook.com/profile.php?id=61556913988807,,,,,,,outdoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Residents / Guest Play,,PHP,Verify directly with admin / organizer,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Known Pasig residential pickleball venue,Private resident venue,Access restrictions,,,https://drive.google.com/file/d/1nlU1xYnNc4rfvxSiwptLJThur6V1KXkk/view?usp=drive_link|https://drive.google.com/file/d/1pk5JsmXgqej6clu_hudH_ahCneTIf7gs/view?usp=drive_link,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf,partial,missing main image | missing price | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,membership,,,unknown,
ph-dona-juana-subdivision-pickleball-pasig,dona-juana-subdivision-pickleball,Doña Juana Subdivision Pickleball,DJS Basketball Court / PAPA-DJS,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Rosario / C. Raymundo,"Doña Juana Subdivision Basketball Court, C. Raymundo Ave, Rosario, Pasig City, Metro Manila, Philippines",,,,https://maps.google.com/?q=Dona+Juana+Subdivision+Pasig,,0908-293-7155,,kristabianca@gmail.com,,https://www.facebook.com/profile.php?id=61573173481608,,,https://l.facebook.com/l.php?u=https%3A%2F%2Freclub.co%2Fclubs%2F%40djs-pickleball-club%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBExaHJiYURvaldCRndIMFdxb3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR5BriyjzFD7n5Caimu8uRYSssL0QivywXenzQTZ7Xm9LQQfm0URdKxva-7O_w_aem_GnvB-kJURikU6oyRIrb4tg&h=AT5m3RXAT1lxogi3wRwhiR26KyPyBvLCzhZtvHZyn7267rmmEHOLo_NgkdjWGoRnyAig4LCwhCc81i83acBDvccTACGuKgo_mc0YSExYSFt4ChDpNSlye2xL29TNmrCv5Wc7Hof6r0h7OOrjpn_t,,,3,outdoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with organizer,,,,,,,,,,8:00AM-12:00n,,,,,,,,,8:00AM-12:00n,,,,Asia/Manila,,Known Rosario pickleball venue,Local recurring venue,Limited public data,,,https://drive.google.com/file/d/16qiwyZ3yfoxawJsLuRGHSTbRvt_y9OYB/view?usp=drive_link|https://drive.google.com/file/d/1e009qu2Xtx4iOWK0ly205oo8Yc2YPzkg/view?usp=drive_link,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf,needs_review,missing main image | missing price | Sunday hours unknown | no official website listed,,unknown,,,unknown,
ph-rosario-5-6-covered-court-pickleball-pasig,rosario-5-6-covered-court-pickleball,Rosario 5&6 Covered Court Pickleball,Rosario 5&6 PB Club,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Pasig,Rosario,"5&6 Covered Court, Maligay St, Rosario 5&6 Subdivision, Pasig City, Metro Manila, Philippines",,,,https://maps.google.com/?q=Rosario+5+6+Covered+Court+Pasig,,,,,,,,,,,,,outdoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with organizer,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Local Pasig pickleball venue,Local neighborhood venue,Limited public data,,,,,,needs_review,missing main image | missing price | missing contact/social | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,unknown,,,unknown,
ph-the-pickle-yard-paranaque,the-pickle-yard,The Pickle-Yard,The Pickle Yard Parañaque,dedicated_pickleball,unclaimed,published,FALSE,Philippines,Metro Manila,Parañaque,West Service Road / SLEX,"KM 15 West Service Rd, Parañaque, Metro Manila",,,,https://maps.google.com/?q=The+Pickle+Yard+Paranaque,,0998-558-1294,(936) 959-5004,pickleyardph@gmail.com,,https://www.facebook.com/thepickleyardph/,,,,ticketwaveph.com,ticketwave,3,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,500,,Per Court / Session,,PHP,Publicly listed pricing,,07:00,02:00,,07:00,02:00,,07:00,02:00,,07:00,02:00,,07:00,02:00,,07:00,02:00,,07:00,02:00,,Asia/Manila,,Top dedicated pickleball facility in Parañaque,Excellent indoor setup / dedicated venue,Peak hour crowding,,https://drive.google.com/file/d/1QAb1R_Bzkve-TjSOUEmTHF1o_BHkEiYd/view?usp=drive_link,https://drive.google.com/file/d/1hOPIbDiFbTs2EHQZrvQdUYco5ajDxgsr/view?usp=drive_link|https://drive.google.com/file/d/1YAIqMaiqtt8NRyzWfVo8j8fEhP-pG7dz/view?usp=drive_link|https://drive.google.com/file/d/1IDN7XTcQcQHjiKaffnXjQFwr-ikJhH70/view?usp=drive_link,,https://www.facebook.com/thepickleyardph/|https://www.pickleball.ph/pickleball-clubs.html|https://www.pickleheads.com/courts/ph/metro-manila/paranaque/the-pickle-yard,complete,no official website listed,,court_hour,,,unknown,
ph-montecourt-merville-paranaque,montecourt-merville,Montecourt Merville,Montecourt PB Club,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Parañaque,Merville / Better Living,"Madrid St. / E. Nery Dr, Merville, Parañaque, Metro Manila",,,,https://maps.google.com/?q=Montecourt+Merville+Paranaque,,0915-756-6929,,julia.mirambel@mmcsfi.edu.ph,,,,,,,,4,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,250,,Per Session,,PHP,Publicly listed rate,,,,,17:00,21:00,,,,,17:00,21:00,,,,,,,,,,,Asia/Manila,,Established Merville pickleball venue,Good structured recurring venue,Limited public scheduling,,,,,https://www.pickleheads.com/courts/ph/metro-manila/paranaque/montecourt-merville|https://www.pickleball.ph/pickleball-clubs.html|https://www.pickleheads.com/courts/ph/metro-manila/paranaque/montecourt-merville,complete,missing main image | Saturday hours unknown | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-merville-covered-court-paranaque,merville-covered-court,Merville Covered Court,Camella Merville PB,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Parañaque,Merville / Camella,"Camella Merville Covered Court, Parañaque, Metro Manila",,,,https://maps.google.com/?q=Camella+Merville+Covered+Court+Paranaque,,0917-610-2709,,jegb.3@aol.com,,,,,,,,3,outdoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,100,,Per Player,,PHP,Publicly listed player fee,,,,,,,,18:00,22:00,,,,,,,,09:30,12:30,,08:00,11:00,,Asia/Manila,,Affordable recurring Merville pickleball venue,Affordable / active community,Can get crowded,,,https://drive.google.com/file/d/1VcCQmxxVB5QNRON8I9BsEY98R8of2er1/view?usp=drive_link,,https://www.pickleheads.com/courts/ph/metro-manila/paranaque/merville-pickleball-club|https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.pickleheads.com/courts/ph/metro-manila/paranaque/merville-pickleball-club,complete,missing main image | no official website listed,,session_per_player,,,unknown,
ph-metro-south-pickleball-club-paranaque,metro-south-pickleball-club,Metro South Pickleball Club,Metro South PB Club,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Parañaque,Tahanan Village,"Tahanan Village, Parañaque, Metro Manila",,,,https://maps.google.com/?q=Metro+South+Pickleball+Club+Paranaque,,0917-154-5819,,metrosouthpickleball@gmail.com,,Unknown/ they have fb groups,,,,,,3,mixed,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with organizer,,,,,10:00,13:00,,18:00,21:00,,,,,,,,10:00,13:00,,,,,Asia/Manila,,Popular south metro community pickleball venue,Established community venue,Village access restrictions,Verified recurring community pickleball venue in Tahanan Village,,https://drive.google.com/file/d/1SngkTG-1Mg5a8IOFpZgNyQZyjQOZ9AF7/view?usp=drive_link,,https://www.pickleheads.com/courts/ph/metro-manila/paranaque/metro-south-pickleball-club|https://www.pickleheads.com/courts/ph/metro-manila/paranaque/metro-south-pickleball-club,needs_review,missing main image | missing price | Sunday hours unknown | no official website listed,,unknown,,,unknown,
ph-village-sports-club-paranaque,village-sports-club,Village Sports Club,VSC Pickleball,,unclaimed,published,FALSE,Philippines,Metro Manila,Parañaque,BF Homes,"El Grande cor Tropical Ave, BF Homes, Parañaque, Metro Manila",,,,https://maps.google.com/?q=Village+Sports+Club+BF+Homes+Paranaque,,0917-700-6442,,lea041099@yahoo.com,,https://www.facebook.com/villagesportsclub,,,,,,4,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,TRUE,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,220,,Per Session,,PHP,Publicly listed session fee,,18:00,22:00,,,,,,,,18:00,22:00,,,,,,,,,,,Asia/Manila,,Strong BF Homes pickleball venue,Quality indoor venue,Private club feel / limited slots,,https://drive.google.com/file/d/1-jc9JU5ifvgnRDdomVlSu_aylvwsS2lD/view?usp=drive_link,https://drive.google.com/file/d/14rqaAr5WfCtPU6clTMCzVBAP8apaGozn/view?usp=drive_link|https://drive.google.com/file/d/1WbkrnAOWJ9qXJrakcUM3t_JPI0iQ_UGo/view?usp=drive_link|https://drive.google.com/file/d/1lb0tFyosZtIcrTiYBezrHyN1AmJFcDGQ/view?usp=drive_link,,https://www.pickleball.ph/pickleball-clubs.html|https://www.pickleheads.com/courts/ph/metro-manila/paranaque/village-sports-club,complete,Saturday hours unknown | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
